Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
tile,AStar,manhattan,9,21.933333333333334,1017.9333333333333,1575.9333333333334,0.4588853167668276
tile,RTAStar,manhattan,9,200.93333333333334,200.93333333333334,0.0,0.08624328483298692
tile,LRTAStar,manhattan,9,21.933333333333334,21.933333333333334,0.0,42.149392489366804
tile,LRTAStar,None,9,21.933333333333334,21.933333333333334,0.0,150.76911828966658
